ប្រដែ: brodae
ក្បោះ: kbos
រក្សាព្រះអង្គ: roksapreahaongkor
បន្លា: banlea
ចោរឃាតកៈ: chaorkheatokak
រងើម: rongaum
ហត្ថិមារក: hathemearok
ជវលេខកៈ: chovolekhokak
រឡិករឡក់: rolekrolak
រ៉ាវតាវ: reavotav
ព្យសន៍: pyoson
បំបរបង់: bamborobong
តតងអារ៉ង: tatangoaarang
ទេព្តា: tepda
ស្លែវ: slaev
ផ្គុំ: phkoam
ដងកន្ទុយ: dangkantuy
ឱ្យ: oy
ខ្ពើម: khpaeum
ពុធ: pud
ខ្វិល: khvel
សម្រួត: somruot
សព្វនាម: sopvoneam
ម្លឺតៗ: mlueut
បវរកញ្ញា: bovorokonhnhea
ឡោម: loam
ព្រំ: prum
ទឡ្ហៈ: tolhak
បោយ: baoy
ចាព្លូ: chaplu
ល្ហឹម: lhuem
ជាតស្រះ: cheatsrah
សន្ទ្រាព: sontreap
ឡូរី: loury
គះ: keah
អុងប៉ាង: aongbang
ស្រងេវ: srangev
សំណាង: samnang
ល្ហុង: lhung
សាគរ: sakor
មេដឹកនាំ: mederkonorm
រំអុក: rumaok
ផ្កាឈើ: pkachau
សម្ភាពន៍: sompheapon
ទ្រងាង: trongeang
ចំណែង: chamnaeng
ហើរ: haeur
សវនូ: savonu
សន្ធាន: sonthean
ជននិករ: chonnikar
សមារម្ភ: somearomphor
មត្តេយ្យកៈ: motteyyokak
ហីនយាន: hirnoyien
អហោរត្ត: aahaorott
ស្រយាល: srayeal
អថ៌: aothr
ព្រឹក្សាជាតិ: prueksacheate
អង្ក្រេតអង្ក្រត: aangkretaangkrot
មីក្រូនេស៊ី: Micronesia
អារាមិក: aareamik
សមោសរ: samousar
អាបណិកា: aabneka
បង្វេះ: bongveh
ដេរ: der
សន្លាក់: sanleak
មាក់ប្រេង: meakobreng
ជ្រើស: jrers
អភិរំ: aaphirum
ប៉ាក់ប៉ើក: bakapaeuk
ចង្កឹះ: changkueeah
អាវាស: aaveas
ប្រស: bros
ស្រមក: sromok
កកិល: kokirl
កំចោករោក: komchaokrok
ឡុកឡាក់: loklakk
ជីតា: chita
ស្វេត: svaet
កំភេម: kamphem
ពិភទ្ទសច្ចា: piphttosachcha
សុរេន្ទ្រ: sorentror
យ៉ាបឆា: yeabachha
វិប្រការ: vibrakar
ក្រើន: kraeun
រងៀក: rongeak
បំបែក: bombek
ប៉ផ្អែប: bophaaeb
ឡែឡប់: lellob
ហួច: houch
ក្រពង: krapong
គោធិក: kouthik
ទ្រុបៗ: trub
អចិត្តក: aochettok
អភិសិត្តរាជ: aophisettoreach
ត្រដិត: tradet
សកុណជាតិ: sokoncheate
បន្ទាស: bonteas
ស្រឡៃ: sralai
ជារី: cheari
អណ្ដាប់អណ្ដោយ: aondabandaoy
វិកប្ប: vikobb
ថឿក: thoeak
ហេមាទ្រិ: hematry
ទារក: baby
និយតមិច្ឆាទិដ្ឋិ: niytomichchhatidthe
កើតមក: kertmok
តើ: ter
កញ្ជើជំពោះ: kanhchaujumpus
អស្រី: aosrei
ពួកគេ: puokke
ក្រមាច់: kramach
កញ្ឆត: kanhchot
អក្សាន្តី: aoksanti
សណ្ដង់: sondong
លោហិតភក្ខ: louhetphokkhor
អយោគី: aoyouki
ច្រិមច្រុម: chremchrom
សមវាយ: samoveay
គុលិកា: kulika
អណ្ឌា: aonda
រួល: ruol
គណៈប្រតិភូ: konakbrotephu
ត្រឡាច: trolach
ក្អាត់: kaat
ចូលរួម: choulruom
ឡិបឡុប: leblub
គាវ: keav
ហង: hong
សាមីចិ: samiche
ស្លូតបូត: sloutboat
ជីទួតមួយ: chituotmuoy
សក់ស្វាយ: sakasvay
ប្រណិត: branirt
ហោជាង: hoachieng
ខ្ទីង: khteing
ហសនីយ: hasanei
មុខរោ: mukhorou
ស្រាបៀ: srabear
បោសលាន: baosolean
សង្គតិ: sangkote
ឡើយនីលែង: leuynylaeng
សម្រុះ: somruh
វិកល្យ: vikolyor
ខ្នៀរ: khnier
អាមោទ: aamout
អាមន្តន: aamnton
សម្រួច: somruoch
អសុចិ: aosoche
កញ្ច្រង់: kanhchrong
ខ្នោះ: khnaoh
ប្រទូសរ៉ាយ: brotusreay
លលា: lolea
គគឹត: kokuet
ដាស់ទំ: dastum
ឆ្វេង: chhveng
ចចិកចចុក: chochekchochok
កំផែល: kamphael
ចន្ទគតិ: chankote
អេះអុះ: aehaoh
អ្នករាយការណ៍: anokoreaykaron
វ៉ាប់: veab
ហេមពាន្ត: hempean
ក្លៀក: kliek
ជ្រេ: chre
អណ្ដាតគោ: aandatakou
ជ្រោយ: chrouy
វេតាឡិក: vetalek
ភ្លឺ: pleu
លង្ហិន: longhen
រំញោច: rumnhouch
ភិយ្យោ: phiyyou
អា​ព្រិច​ខាងត្បូង: South Africa
ហេម: haem
ស្មាភាព: smapheap
ប្រតិលាភ: broteleaph
ខ្វាង: khvang
សាងញ៉ាង: sangnheang
រួបរឹត: ruoboruet
សាសនា: sasonea
បង្គីបង្គា: bangkibangkea
ចង្គ្រោង: chongkroung
សម្ភិន្ន: somphinn
កំពយ: kompoy
ពែងចក: peaengochok
គម្លង់: komlong
ប្រឡាយ: bralay
ប្រណី: broney
ក្រអឺតក្រទម: kroaeutkrotom
ក្រវិល: krovel
បំបាត់: bambat
បូករួម: boukaruom
ប្រធាក់: brathaek
អបរិយោសាន: aabariyousan
ពលបាលត្រី: polobaltrey
ចូឡពន: choulapon
អាស្រម: aasram
ចរិត: jarit
អហង្ការិន: aahangkearin
ស្ទល់: stal
ព្រះវស្សា: preahvossa
កណ្ដៀត: kondiet
ទិន្នភណ្ឌ: tinnphorn
រៀរ៉ៃ: rierai
ឌុន: dun
កង្កែប: kongkaeb
ទន្លេធំ: tonlethum
កំព្រាម្ដាយ: kampreamday
ពង្សាវលី: pongsavali
ឯករាជ្យ: ekareachyor
ទ្រនំ: tronum
វម្មិត: vommit
ពព្រើម: popraum
ប្រដាញ: brodanh
សាធារណៈ: satheanak
ក្រអឺតក្រអោង: kroaeutkroaaong
ប៉ៃឡាំ: bailam
សាគូ: saku
នរេសូរ: noresour
ហោច: hoch
កាកណិក: kakanek
ផ្កាកម្រង: phkarkomrorng
ការដឹកនាំ: karderknoam
កាលិក: kalik
ទក្ខិណទិស: tokkhenotis
សំបុដ: sambod
ឦស: is
កែខៃ: kaekhai
អសុន្ទរា: aasontorea
ហ៊‌ីងហ៊ាង: hinghang
គ្រហិកគ្រហុក: krohekkrohok
ញញែម: nhonheaem
គគ្រីវ: kokriv
ពេចពិល: pechpil
កង្កែបអាចម៍គោ: kangkaebachko
បន្ថោក: bonthouk
ពានា: peanea
ប៉ផាប់: baphab
ឡឺត: leut
ននះនរនាទ: noneahnoroneat
យៅវ៍: yovv
កន្តុញ: kantunh
បំផឹក: bamphoek
គាំ: koam
អនុសេនីយ៍: aonuseniy
អន្វក្ខរៈ: aonvokkhoreak
បទេសប្បញ្ញត្តិ: botesbbonhnhotte
កក្អៀច: kork'iech
តចបញ្ចកកម្មដ្ឋាន: tochobonhchokokommodthan
ធ្យានឫទ្ធិ: thyeanrithy
ស្រយើល: sroyaul
ពំនួត: pumnuot
ទីកោ: tikao
ហ្លេវហ្លៃ: levlai
ករណី: kaknei
ឆ្នែង: chhnaeng
ស្រឡាង: srolang
ហូប: houb
ល្អិន: lain
សង្ឃាដី: sangkheadei
ត្រមោល: tramoul
ចំណុច: jomnuch
មការន្ត: mokaron
ថេរៈ: thereak
មនោរម្យ: monouromyor
អក្ខធុត្តី: aakkhathuttei
ទុរ្ភិក្ស: touphik
វិក្រយិក: vikrayik
វិចន្ទ្រ: vichntror
ឡិបឡុប: leblob
ណឺង: neung
កម្បង់: kombong
បញ្ចកាមគុណ: bonhchokamokun
ឈឺ: chheu
បាយដំណើប: baydamnaeub
អំបាល: aambal
ដឹកដឿ: doekdoea
សង្កេត: songket
ប្រវ័ញ្ចន៍: brorvanh
ហួញ: huonh
គង្គាន: kongkean
ដាក់: dak
បពិត្រ: bopitror
ស្វាហាប់: svahab
ក្រលំបាក: kralumbak
គ្រស៊ែត: kroseaet
បញ្ច្រូច: bonhchruch
ប្រទីប: bratib
ទ្វន្ទយុធ: tvontoyuth
សំនឹក: samnuek
អហិង្សា: aohengsea
អផ្សុក: aophsok
ចំទាញ: chamteanh
ជីវប្បវត្តិ: chivbbovotte
ស្អូច: s'aoch
មិត្ត: mirt
ប៉ប្រែះ: bobraeah
សស្រ៊ាស: sosras
សលាក: saleak
សន្លិន: sanlin
ធ្នឹមបណ្ដែត: thnuembandaet
មនោសារ: monousar
អក្ខរ: aakkhar
វិពុធ: viputh
កំប្លែង: k'pleng
ទូញ: tunh
លន្លាម: lunleam
ទទួលបរាជ័យ: totuolborachey
អវិចី: aovichei
ពលិកម្ម: polikomm
តុសិត: toset
ច្រាសច្រំ: chraschram
ភ្ងើយ: phngauy
វិចារ: vichar
មទ្រីបាព៌: motrybapr
ចន្ទាស់: chonteas
ពណ៌: por
មើ: mer
សម្ភោជ: samphouch
ឱត្តប្ប: aottabb
ព្រឹត្តិបត្រ: pruettebotror
ទីពឹង: tipueng
ក្លាស់: klas
មេរៀន: merien
កតវេទី: kataveti
ស្វ័យប្រវត្ត: svaybrovott
វនរ័ត: vonoroat
សង់សឿ: sangosoea
អាគន្តុ: aakntu
ឆប: chhab
រំអុករំអែ: romaokromaae
អហិត: aohet
ក្រែះ: kraeah
កុសីតបុគ្គល: koseitbokkol
កម្ចាត់: kamchat
ប្រចួប: brachuob
ខក: khork
ប្រជួស: brachuos
ស៊ើកពភ្លើក: saeukpophlauk
ខ្ពុរ: khpor
ប្លម: plom
អើតអើម: aaeutaaaeum
ទម្លាក់: tomleak
កណ្ដូង: kondoung
គណៈមេប្រយោគ: konakmebrayouk
ភើ: phau
សំទែះ: samteaeeah
កើត: kert
សតេកិច្ឆៈ: sotekechchhak
អក្សៅហិណី: aoksauhenei
ចចេស: choches
ប្រចៀវ: brochiev
អនាបត្តិ: aaneabtte
ស្ថាបនៈ: sthabaneak
ផស្សាហារ: phassahar
តាប់: tab
បរិវារ: borivear
ទ័ព: toap
ភ្លៀក: phliek
ក្និកក្នក់: knekknok
អត្តចរិត: aottochorit
រវិន: rovin
ឧបនាយក: ubaneayok
បំពេន: bampen
ប្រមាត់: brormatt
លហុ: lohu
ពាធា: peathea
អវធាន: aavothean
ពង្រោះ: pongruoh
ហែលហល: helhal
រប៉ោយ: ropaoy
ក្ងង់: kngang
ត្រសាប់: trosab
អង្គ: orng
លន: lon
រានកាន: reankan
រហ: roh
កង្កែបកូប: kangkebkoub
វាស: veas
វៀតណាម: Vietnam
អន្តរជាតិ: aantorocheate
អក្ក: aokk
សហា: soha
អប្បមាទ: aobbomeat
ចីពរ: cheipor
សិទ្ធិ: sethik
សន្ដោស: sandous
ចតុទ្វីប: chototvib
កាប់: kab
ទោច: touch
លំនាំសមសារ: lumnoammosar
ហ៊ុនហយ: hunhoy
ល្វាសល្វន់: lveaslvon
ពារាំង: peareang
ភ្លយ: phloy
ពលកម្ម: polokamm
ផ្សោត: phsaot
ប្រវ័ញ្ច: bravanh
កញ្ជុសមាន់: kanhjusmean
សិន: sin
ថ្លោស: thlaos
លុម្បិកា: lumbika
មហា: moha
អ្ហាៈ: ahaak
អេរីទ្រា: Eritrea
រសាត់: rosat
សម្រោច: samrouch
រងាក់រងើក: rongeakorongauk
ប្រណិធិ: bronethi
ហេមវ័ន្ត: haemakvoan
មហាតលិក: mohatolik
អទិដ្ឋ: aotidthor
ច្រែះ: chraeah
ឡើយ: leuy
ពង្វីពង្វក់: pongvipongvok
ប្រសិទ្ធ: braseth
ប្រជាន់: brochean
ប្រឡែប្រកោ: bralaebrakao
ហិតប្រណី: hirbroney
អមនុស្ស: aamonuss
រតាក: rotak
បដិសណ្ឋារៈ: bodesnthareak
ស៊ីសឹក: seisoek
រស្មី: rosmei
ភ្លើ: phlau
អទុរាគតា: aatureakota
តក់ស្លុត: tokoslot
សំណាង: somnang
មាគធី: meakothi
ជំរំ: chumrum
ខ្សៀគ្រក់: khsiekrok
ច្បាប់: chbab
ប៉ប្លាក់: boblak
អន្ទាក់ខ្លា: aanteakakhla
ផល្គុន: pholkun
ង៉ោង: ngoung
ស្ទិល: stel
ហក: hok
ផ្ការំដួល: phkaromdoul
ត្រដោះ: tradaoh
អវីចី: aovichei
អន្ទង់បារ: aontongobar
រយៈពាក្យ: royeakpeak
តក់ក្រហល់: tokkrohol
ពីរោះ: pirous
ហ្រស្វ: hrasvok
កញ្ឆា: konhcha
រឹងរូស: ruengorus
ប៉ិត: bet
អប្បេសក្ខ: aobbesokkhor
បន្ទាន់: ptorn
ធំធេង: thumtheng
មាក់ក្លឿ: meakakloea
ពន្ធ: pun
ក្រមី: kromi
ពូជសាសន៍: puchsasan
គ្រឹប: krueb
បំព្រាត់: bampreat
សំតេត: samtet
ចើស: chaeus
កំណើត: knert
ប្រតិវេទន៍: brateveton
រំដេក: rumdek
ពលសក្តិ: polosakte
ប្រមើល: brameul
ព្រះចន្ទ: preahchontor
ថ្ម: thmor
កំផ្លេស: kamphles
ក្ងោក: kngaok
ស្រកេក: srakek
ប្រចៀច: brachiech
សម្រិត: somrit
ពាល: peal
ហោត្រ: hoatror
ផ្នួង: phnoung
ព្រះបត់: preahbat
ប្រេះស្រាំ: brehsram
ស្អំ: saam
បាសកា: basaka
ស្រន់: sron
មោហន្ធការ: mouhnthokar
ឧបក្រម: ubokrom
អំពែះ: aampeaeeah
ស្ទឹល: stoel
ប្រតែង: brotaeng
អនង្គណ: aonongkon
ពន្យុយ: ponyuy
សន្ទៃ: santey
ហិមាល័យ: hemealey
ក្អែ: kaae
ហោក: hoak
អសោច: aosaoch
ប្រើប្រាស់: braeubras
កាន់ជើង: kanchaung
អាពាធិកា: aapeathika
បែកបាយ: baekabay
សល់: sol
ជម្ពូផល: chompuphal
អសោក: aosaok
លំផក: lomphok
លង់ទ្រនេស: longotrones
បង្កូក: bangkuk
គ្រជឹបគ្រជួច: krochuebkrochuoch
នាងនាគ: neangneak
លោហិតបក្ខន្ទិកាពាធ: louhetbakkhantikapeath
អភិសម្ពោធិ: aophismpouthi
អន្ទង: aantong
អង្កៀម: aongkiem
និរគុណ: nirokun
ហោជាង: hoheang
សមិតិ: somite
រស្មី: raksmey
ប្រសព្វ: brosop
តាយស៊ីម: taysim
ត្ងោក: tngaok
សន្ទូច: sontuch
ហ្នាំង: hnang
ឡើយនីលែង: lueynyleng
បរមោវាទ: baromouveat
កាឡៃ: kalai
ភាគ: pheak
ស្មន្ធ: smonthor
ម៉ុលដាវី: Moldova
កម្សត់កម្រ: kamsotkamror
មេសា: mesa
មច្ឆរិយ: mochchharei
ហិតប្រណី: hetbronei
បោះសោក: baohk
កខុប: korkhob
ពាណ៌នា: peanrnea
ត្រកួន: trokuon
លោណម្ពិល: lounmpil
ចង្ក្រត់: chongkrot
ហើមស្រក: heumsrork
ប្រែប្រួល: braechett
អំពាវ: aampeav
ហក់: horkk
